41185rI, ART 3207  001rJ, MainrK, 3rL, Intermediate Fibers and Material StudiesrM, Monday WednesdaySMTWTFS12:00  PM   02:30  PM Type:  Class Building: Tyler School of Art Room: 00250 Start Date: 01 13 2020 End Date: 05 06 2020rN, FULL: 0 of 15 seats remain  96 of 100 waitlist seats remain rO, Jesse Harrod  Primary  rP, 
41187rU, ART 3210  001rV, MainrW, 3r, Keeping a Garden for DyeingrY, Monday WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Tyler School of Art Room: 00250 Start Date: 01 13 2020 End Date: 05 06 2020rZ, 6   5 of 15 seats remain 100 of 100 waitlist seats remain r, M C  Roberts  Primary  r, 
41516ra, ART 3303  001rb, Mainrc, 3rd, Glass Construction  Topic: Kiln Workingre, FridaySMTWTFS12:00  PM   05:00  PM Type:  Class Building: Tyler School of Art Room: 00121 Start Date: 01 13 2020 End Date: 05 06 2020rf, 6   1 of 4 seats remain  100 of 100 waitlist seats remain rg, Leo Tecosky  Primary  rh, 
41518rm, ART 3306  001rn, Mainro, 3rp, Hot Glass Castingr, Tuesday ThursdaySMTWTFS06:00  PM   08:30  PM Type:  Class Building: Tyler School of Art Room: 00121 Start Date: 01 13 2020 End Date: 05 06 2020rr, FULL: 0 of 8 seats remain  98 of 100 waitlist seats remain rs, Megan Biddle  Primary  rt, 
41520ry, ART 3307  001rz, Mainr, 3r, Advanced Glass Seminarr, Monday WednesdaySMTWTFS02:40  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 00121 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   4 of 8 seats remain  100 of 100 waitlist seats remain r, Sharyn O Mara  Primary  r, 
41521r, ART 3308  001r, Mainr, 3r, Advanced Glass  Topic: Visiting Artist Seriesr, Monday WednesdaySMTWTFS02:40  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 00121 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   4 of 8 seats remain  100 of 100 waitlist seats remain r, Sharyn O Mara  Primary  r, 
41532r, ART 3402  001r, Mainr, 3r, :   CAD CAM I Computer Aided Design Computer Aided Manufacturer, Monday WednesdaySMTWTFS10:40  AM   01:10  PM Type:  Class Building: Tyler School of Art Room: 0220B Start Date: 01 13 2020 End Date: 05 06 2020r, 6   7 of 8 seats remain  100 of 100 waitlist seats remain r, Barbara J  Baur  Primary  r, 
42391r, ART 3404  001r, Mainr, 3r, CAD CAM II Computer Aided Design Computer Aided Manufacturer, Monday WednesdaySMTWTFS08:30  AM   10:30  AM Type:  Class Building: Tyler School of Art Room: 0220C Start Date: 01 13 2020 End Date: 05 06 2020r, 7   13 of 16 seats remain 100 of 100 waitlist seats remain r, Barbara J  Baur  Primary  r, 
41539r, ART 3405  001r, Mainr, 3r, Advanced CAD CAMr, Tuesday ThursdaySMTWTFS02:40  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 0220B Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 16 seats remain 100 of 100 waitlist seats remain r, Domenic M  Dandrea  Primary  r, 
41536r, ART 3407  001r, Mainr, 3r, Junior Metalsmithingr, Tuesday ThursdaySMTWTFS10:40  AM   01:10  PM Type:  Class Building: Tyler School of Art Room: 0220I Start Date: 01 13 2020 End Date: 05 06 2020r, 6   2 of 15 seats remain 100 of 100 waitlist seats remain r, Douglas J  Bucci  Primary  r, 
41540r, ART 3411  001r, Mainr, 3r, Production Processesr, FridaySMTWTFS12:30  PM   05:30  PM Type:  Class Building: Tyler School of Art Room: 00220 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 15 seats remain 100 of 100 waitlist seats remain r, Douglas J  Bucci  Primary  r, 
41541r, ART 3411  002r, Mainr, 3r, Production Processesr, FridaySMTWTFS12:30  PM   05:30  PM Type:  Class Building: Tyler School of Art Room: 0220C Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 15 seats remain 100 of 100 waitlist seats remain r, Mallory Weston  Primary  r, 
41212r, ART 3501  001r, Mainr, 3r, Advanced Paintingr, Monday WednesdaySMTWTFS12:00  PM   02:30  PM Type:  Class Building: Tyler School of Art Room: 0300J Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 8 seats remain  100 of 100 waitlist seats remain r, Dave Walsh  Primary  r, 
41235r, ART 3502  001r, Mainr, 3r, Special Topics: Acrylic Paintingr, Tuesday ThursdaySMTWTFS08:00  AM   10:30  AM Type:  Class Building: Tyler School of Art Room: 0300J Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 8 seats remain  100 of 100 waitlist seats remain r, Dona R  Nelson  Primary  r, 
41214r, ART 3503  001r, Mainr, 3r, Landscaper, Monday WednesdaySMTWTFS02:40  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 0300J Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 8 seats remain  98 of 100 waitlist seats remain r, Mark Shetabi  Primary  r, 
41215r, ART 3504  001r, Mainr, 3r, Figure Paintingr, Tuesday ThursdaySMTWTFS03:30  PM   06:00  PM Type:  Class Building: Tyler School of Art Room: 0300J Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 8 seats remain  99 of 100 waitlist seats remain r, Sarah E  Roche  Primary  r, 
41216r, ART 3506  001r, Mainr, 3r, Colorr, Monday WednesdaySMTWTFS12:00  PM   02:30  PM Type:  Class Building: Tyler School of Art Room: 0300P Start Date: 01 13 2020 End Date: 05 06 2020r, 6   2 of 15 seats remain 100 of 100 waitlist seats remain r, Odili D  Odita  Primary  r,
42010r, ART 3508  551r, Romer, 3r, Painting on Paperr, w   ThursdaySMTWTFS08:00  AM   01:00  PM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020r, 5   1 of 4 seats remain 100 of 100 waitlist seats remain r, Ana M  Guerra  Primary  r, 
41840r, ART 3512  551r, Romer, 3r, Rome Sketchbookr, FridaySMTWTFS08:00  AM   06:00  PM Type:  Class Building: None Room: None Start Date: 01 31 2020 End Date: 01 31 2020TuesdaySMTWTFS08:20  AM   12:20  PM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020WednesdaySMTWTFS08:00  PM   09:00  PM Type:  Class Building: None Room: None Start Date: 01 29 2020 End Date: 01 29 2020WednesdaySMTWTFS08:00  PM   09:00  PM Type:  Class Building: None Room: None Start Date: 02 19 2020 End Date: 02 19 2020WednesdaySMTWTFS08:00  PM   09:00  PM Type:  Class Building: None Room: None Start Date: 03 18 2020 End Date: 03 18 2020WednesdaySMTWTFS08:00  PM   09:00  PM Type:  Class Building: None Room: None Start Date: 04 01 2020 End Date: 04 01 2020r, FULL: 0 of 10 seats remain  94 of 100 waitlist seats remain r, Roberto Caracciolo  Primary  r, 
41841r, ART 3512  552r, Romer, 3r, Rome Sketchbookr0, MondaySMTWTFS08:00  AM   12:00  PM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020FridaySMTWTFS08:00  AM   06:00  PM Type:  Class Building: None Room: None Start Date: 01 31 2020 End Date: 01 31 2020WednesdaySMTWTFS08:00  PM   09:00  PM Type:  Class Building: None Room: None Start Date: 01 29 2020 End Date: 01 29 2020WednesdaySMTWTFS08:00  PM   09:00  PM Type:  Class Building: None Room: None Start Date: 02 19 2020 End Date: 02 19 2020WednesdaySMTWTFS08:00  PM   09:00  PM Type:  Class Building: None Room: None Start Date: 03 18 2020 End Date: 03 18 2020WednesdaySMTWTFS08:00  PM   09:00  PM Type:  Class Building: None Room: None Start Date: 04 01 2020 End Date: 04 01 2020r1, FULL: 0 of 10 seats remain  94 of 100 waitlist seats remain r2, Ana M  Guerra  Primary  r3, 
41225r8, ART 3513  001r9, Mainr:, 3r, Art of the Graphic Novelr, Tuesday ThursdaySMTWTFS03:30  PM   06:00  PM Type:  Class Building: Tyler School of Art Room: 0300Q Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 15 seats remain  100 of 100 waitlist seats remain r, Mark T  Gibson  Primary  r,
41228rC, ART 3514  001rD, MainrE, 3rF, Advanced DrawingrG, Monday WednesdaySMTWTFS12:00  PM   02:30  PM Type:  Class Building: Tyler School of Art Room: 0300Q Start Date: 01 13 2020 End Date: 05 06 2020rH, 6   2 of 8 seats remain  100 of 100 waitlist seats remain rI, Mark Shetabi  Primary  rJ, 
41839rO, ART 3515  551rP, RomerQ, 3rR, Advanced Drawing: RomerS, r   Sunday SaturdaySMTWTFS00:00  AM   11:59  PM Type:  Class Building: None Room: None Start Date: 04 18 2020 End Date: 04 19 2020FridaySMTWTFS08:00  AM   11:59  PM Type:  Class Building: None Room: None Start Date: 04 17 2020 End Date: 04 17 2020Monday WednesdaySMTWTFS09:00  AM   11:30  AM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020rT, 7   9 of 12 seats remain  100 of 100 waitlist seats remain rU, Susan M  Moore  Primary  rV, 
41227r, ART 3517  001r, Mainr, 3r^, Figure Drawingr, Monday WednesdaySMTWTFS08:00  AM   10:30  AM Type:  Class Building: Tyler School of Art Room: 0300Q Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 8 seats remain  100 of 100 waitlist seats remain ra, Matthew Sepielli  Primary  rb, 
41838rg, ART 3519  551rh, Romeri, 3rj, Advanced Painting: Romerk, r   Sunday SaturdaySMTWTFS00:00  AM   11:59  PM Type:  Class Building: None Room: None Start Date: 04 18 2020 End Date: 04 19 2020FridaySMTWTFS08:00  AM   11:59  PM Type:  Class Building: None Room: None Start Date: 04 17 2020 End Date: 04 17 2020Monday WednesdaySMTWTFS09:00  AM   11:30  AM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020rl, 7   5 of 12 seats remain  100 of 100 waitlist seats remain rm, Susan M  Moore  Primary  rn, 462 00r
41467rs, ART 3603  001rt, Mainru, 3rv, Darkroom Photographyrw, Tuesday ThursdaySMTWTFS03:30  PM   06:00  PM Type:  Class Building: Tyler School of Art Room: B030R Start Date: 01 13 2020 End Date: 05 06 2020rx, 6   5 of 15 seats remain 100 of 100 waitlist seats remain ry, Patricia A  Swanson  Primary  rz, 
41468r, ART 3604  001r, Mainr, 3r, Photographic Lightingr, FridaySMTWTFS09:00  AM   02:30  PM Type:  Class Building: Tyler School of Art Room: B030Q Start Date: 01 13 2020 End Date: 05 06 2020r, 7   6 of 12 seats remain  100 of 100 waitlist seats remain r, Samuel C  Fritch  Primary  r, 
41848r, ART 3605  551r, Romer, 3r, Darkroom Photographyr, v   TuesdaySMTWTFS08:00  AM   01:00  PM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020r, FULL: 0 of 12 seats remain  98 of 100 waitlist seats remain r, Lucy A  Clink  Primary  r, 
41470r, ART 3606  001r, Mainr, 3r, A   Digital Projects: Creative Expression and Methods of Distributionr, MondaySMTWTFS02:40  PM   07:30  PM Type:  Class Building: Tyler School of Art Room: B030T Start Date: 01 13 2020 End Date: 05 06 2020r, 8   10 of 12 seats remain  100 of 100 waitlist seats remain r, Haigen G  Pearson  Primary  r, 
41775r, ART 3610  001r, Mainr, 3r, Special Topics: Light and Opticsr, Tuesday ThursdaySMTWTFS10:40  AM   01:10  PM Type:  Class Building: Tyler School of Art Room: 00121 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   6 of 15 seats remain 100 of 100 waitlist seats remain r, Jessica J  Julius  Primary  r,
42252r, ART 3610  002r, Mainr, 3r, Hybrid Making: Large scale prototyping of inhabitable spacesr, Wednesday FridaySMTWTFS09:00  AM   11:50  AM Type:  Class Building: Tyler School of Art Room: 00130 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 10 seats remain 100 of 100 waitlist seats remain r, Tim Rusterholz  Primary  Andrew J  Wit r,
41472r, ART 3611  001r, Mainr, 3r, Advanced Photo Workshopr, Tuesday ThursdaySMTWTFS12:30  PM   03:00  PM Type:  Class Building: Tyler School of Art Room: B030R Start Date: 01 13 2020 End Date: 05 06 2020r, 6   5 of 15 seats remain 100 of 100 waitlist seats remain r, Patricia A  Swanson  Primary  r,
41849r, ART 3611  551r, Romer, 3r, Advanced Photo Workshopr, v   TuesdaySMTWTFS08:00  AM   01:00  PM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020r, FULL: 0 of 12 seats remain  100 of 100 waitlist seats remain r, Lucy A  Clink  Primary  r, 
41474r, ART 3612  001r, Mainr, 3r, Photo Process Workshopr, Monday WednesdaySMTWTFS12:00  PM   02:30  PM Type:  Class Building: Tyler School of Art Room: B030R Start Date: 01 13 2020 End Date: 05 06 2020r, 7   9 of 12 seats remain  100 of 100 waitlist seats remain r, Laurie B  Peterson  Primary  r, 
41477r, ART 3613  001r, Mainr, 3r, Digital Photographyr, Tuesday ThursdaySMTWTFS08:20  AM   10:50  AM Type:  Class Building: Tyler School of Art Room: B030T Start Date: 01 13 2020 End Date: 05 06 2020r, 7   3 of 14 seats remain  100 of 100 waitlist seats remain r, Byron Wolfe  Primary  r, 
41847r, ART 3701  551r, Romer, 3r, Printmaking Workshopr, FridaySMTWTFS08:00  AM   11:59  PM Type:  Class Building: None Room: None Start Date: 02 14 2020 End Date: 02 14 2020Monday WednesdaySMTWTFS09:00  AM   11:30  AM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020r, 6   7 of 8 seats remain  100 of 100 waitlist seats remain r, Devin K  Kovach  Primary  r, 
41493r, ART 3702  001r, Mainr, 3r, Relief and Monoprint Workshopr, Tuesday ThursdaySMTWTFS08:20  AM   10:50  AM Type:  Class Building: Tyler School of Art Room: 0260L Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 15 seats remain 100 of 100 waitlist seats remain r, Alexis H  Nutini  Primary  r, 
41494r, ART 3706  001r, Mainr, 3r, Advanced Lithographyr, Monday WednesdaySMTWTFS02:40  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 0260M Start Date: 01 13 2020 End Date: 05 06 2020r, 6   2 of 15 seats remain 100 of 100 waitlist seats remain r, Richard Hricko  Primary  r, 
41492r, ART 3796  001r, Mainr, 3r, Art Career Workshopr, Monday WednesdaySMTWTFS08:00  AM   10:30  AM Type:  Class Building: Tyler School of Art Room: 00201 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 15 seats remain  100 of 100 waitlist seats remain r, Jennifer B  McTague  Primary  r, 75 00r
41499r, ART 3796  002r, Mainr, 3r, Art Career Workshopr, Monday WednesdaySMTWTFS12:00  PM   02:30  PM Type:  Class Building: Tyler School of Art Room: 00201 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 15 seats remain  98 of 100 waitlist seats remain r, Jennifer B  McTague  Primary  r, 75 00r
41705r, ART 3802  001r, Mainr, 3r, Advanced Videor, Monday WednesdaySMTWTFS02:40  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 00126 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 8 seats remain  100 of 100 waitlist seats remain r, C T  Jasper  Primary  r, 
41707r2, ART 3806  001r3, Mainr4, 3r5, Metal Fabricationr6, FridaySMTWTFS12:00  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 00130 Start Date: 01 13 2020 End Date: 05 06 2020r7, 6   9 of 15 seats remain 100 of 100 waitlist seats remain r8, Robert J  D Amico  Primary  r9, 
41865r, ART 3807  001r, Mainr, 3rA, 1   Advanced Sculpture: Public of One  Public of ManyrB, Tuesday ThursdaySMTWTFS03:30  PM   06:50  PM Type:  Class Building: Tyler School of Art Room: 00130 Start Date: 01 13 2020 End Date: 05 06 2020rC, 7   12 of 15 seats remain 100 of 100 waitlist seats remain rD, Karyn Olivier  Primary  rE, 
41706rJ, ART 3808  001rK, MainrL, 3rM, Sound as SculpturerN, Monday WednesdaySMTWTFS05:30  PM   08:00  PM Type:  Class Building: Tyler School of Art Room: 00126 Start Date: 01 13 2020 End Date: 05 06 2020rO, 7   12 of 15 seats remain 100 of 100 waitlist seats remain rP, Jacob C  Hammes  Primary  rQ, 
41231rV, ART 3896  001rW, Mainr, 3rY, PDS SeminarrZ, Monday WednesdaySMTWTFS08:00  AM   10:30  AM Type:  Class Building: Tyler School of Art Room: 00126 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 15 seats remain  100 of 100 waitlist seats remain r, Philip Glahn  Primary  r, 75 00r
42517rc, ART 4082  001rd, Mainre, 1 TO 3rf, Independent Studyrg, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020rh, FULL: 0 of 1 seats remain  100 of 100 waitlist seats remain ri, Amze Emmons  Primary  rj,
42519rn, ART 4082  003ro, Mainrp, 1 TO 3r, Independent Studyrr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020rs, 5   1 of 1 seats remain 100 of 100 waitlist seats remain rt, Jessica J  Julius  Primary  ru,
42520ry, ART 4082  004rz, Mainr, 1 TO 3r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   1 of 1 seats remain 100 of 100 waitlist seats remain r, Lauren Sandler  Primary  r,
42522r, ART 4082  006r, Mainr, 1 TO 3r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 1 seats remain  100 of 100 waitlist seats remain r, Douglas J  Bucci  Primary  r,
42523r, ART 4082  007r, Mainr, 1 TO 3r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   1 of 1 seats remain 100 of 100 waitlist seats remain r, Byron Wolfe  Primary  r,
42524r, ART 4082  008r, Mainr, 1 TO 3r, Independent Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   1 of 1 seats remain 100 of 100 waitlist seats remain r, Karyn Olivier  Primary  r,
41864r, ART 4096  001r, Mainr, 3r, Business Practices in Craftsr, FridaySMTWTFS09:00  AM   12:00  PM Type:  Class Building: Tyler School of Art Room: 0220B Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 15 seats remain 100 of 100 waitlist seats remain r, Douglas G  Schaller  Primary  r, 60 00r
41444r, ART 4101  001r, Mainr, 3r, Advanced Ceramicsr, Monday WednesdaySMTWTFS02:40  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 0150I Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 16 seats remain 100 of 100 waitlist seats remain r, George Rodriguez  Primary  r, 
41190r, ART 4204  001r, Mainr, 3r, Woven Structure IIIr, Monday WednesdaySMTWTFS02:40  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 0250K Start Date: 01 13 2020 End Date: 05 06 2020r, 6   3 of 5 seats remain  100 of 100 waitlist seats remain r, Dain DeltaDawn  Primary  r, 
41186r, ART 4205  001r, Mainr, 3r, Senior Seminar in Fibers and Material Studiesr, Monday WednesdaySMTWTFS09:00  AM   11:30  AM Type:  Class Building: Tyler School of Art Room: 0230K Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 15 seats remain 100 of 100 waitlist seats remain r, Jesse Harrod  Primary  r, 
41191r, ART 4210  001r, Mainr, 3r, Wearable Artr, Tuesday ThursdaySMTWTFS09:00  AM   11:30  AM Type:  Class Building: Tyler School of Art Room: 00250 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 15 seats remain  99 of 100 waitlist seats remain r, Paige M  Fetchen  Primary  r, 
41517r, ART 4303  001r, Mainr, 3r, Glass Construction  Topic: Kiln Workingr, FridaySMTWTFS12:00  PM   05:00  PM Type:  Class Building: Tyler School of Art Room: 00121 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   2 of 4 seats remain  100 of 100 waitlist seats remain r, Leo Tecosky  Primary  r, 
41519r, ART 4306  001r, Mainr, 3r, Hot Glass Castingr, Tuesday ThursdaySMTWTFS06:00  PM   08:30  PM Type:  Class Building: Tyler School of Art Room: 00121 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 8 seats remain  100 of 100 waitlist seats remain r, Megan Biddle  Primary  r, 
41522r, ART 4307  001r, Mainr, 3r, Advanced Glass Seminar: Visiting Artist Seriesr, Monday WednesdaySMTWTFS02:40  PM   05:10  PM Type:  Class Building: Tyler School of Art Room: 0120A Start Date: 01 13 2020 End Date: 05 06 2020r, 6   5 of 6 seats remain  100 of 100 waitlist seats remain r, Jessica J  Julius  Primary  r, 
